record_id,hospital_id,hospital_name,week_start_date,blood_type,component_type,quantity_issued,month,trend_index
3086,2,Bangkal General Hospital,28/04/2025,O+,Platelet Concentrate,2,4,70
3087,2,Bangkal General Hospital,05/05/2025,O+,Platelet Concentrate,2,5,71
3088,2,Bangkal General Hospital,12/05/2025,O+,Platelet Concentrate,3,5,72
3089,2,Bangkal General Hospital,19/05/2025,O+,Platelet Concentrate,3,5,73
3090,2,Bangkal General Hospital,26/05/2025,O+,Platelet Concentrate,3,5,74
3091,2,Bangkal General Hospital,02/06/2025,O+,Platelet Concentrate,3,6,75
3092,2,Bangkal General Hospital,09/06/2025,O+,Platelet Concentrate,3,6,76
3093,2,Bangkal General Hospital,16/06/2025,O+,Platelet Concentrate,2,6,77
3094,2,Bangkal General Hospital,23/06/2025,O+,Platelet Concentrate,2,6,78
3095,2,Bangkal General Hospital,30/06/2025,O+,Platelet Concentrate,3,6,79
3096,2,Bangkal General Hospital,07/07/2025,O+,Platelet Concentrate,3,7,80
3097,2,Bangkal General Hospital,14/07/2025,O+,Platelet Concentrate,2,7,81
3098,2,Bangkal General Hospital,21/07/2025,O+,Platelet Concentrate,2,7,82
3099,2,Bangkal General Hospital,28/07/2025,O+,Platelet Concentrate,3,7,83
3100,2,Bangkal General Hospital,04/08/2025,O+,Platelet Concentrate,2,8,84
3101,2,Bangkal General Hospital,11/08/2025,O+,Platelet Concentrate,2,8,85
3102,2,Bangkal General Hospital,18/08/2025,O+,Platelet Concentrate,3,8,86
3103,2,Bangkal General Hospital,25/08/2025,O+,Platelet Concentrate,2,8,87
3104,2,Bangkal General Hospital,01/09/2025,O+,Platelet Concentrate,3,9,88
3105,2,Bangkal General Hospital,08/09/2025,O+,Platelet Concentrate,3,9,89
3106,2,Bangkal General Hospital,15/09/2025,O+,Platelet Concentrate,3,9,90
3107,2,Bangkal General Hospital,22/09/2025,O+,Platelet Concentrate,2,9,91
3108,2,Bangkal General Hospital,29/09/2025,O+,Platelet Concentrate,2,9,92
3109,2,Bangkal General Hospital,06/10/2025,O+,Platelet Concentrate,3,10,93
3110,2,Bangkal General Hospital,13/10/2025,O+,Platelet Concentrate,2,10,94
3111,2,Bangkal General Hospital,20/10/2025,O+,Platelet Concentrate,2,10,95
3112,2,Bangkal General Hospital,27/10/2025,O+,Platelet Concentrate,3,10,96
3113,2,Bangkal General Hospital,03/11/2025,O+,Platelet Concentrate,2,11,97
3114,2,Bangkal General Hospital,10/11/2025,O+,Platelet Concentrate,3,11,98
3115,2,Bangkal General Hospital,17/11/2025,O+,Platelet Concentrate,2,11,99
3116,2,Bangkal General Hospital,24/11/2025,O+,Platelet Concentrate,2,11,100
3117,2,Bangkal General Hospital,01/12/2025,O+,Platelet Concentrate,3,12,101
3118,2,Bangkal General Hospital,08/12/2025,O+,Platelet Concentrate,3,12,102
3119,2,Bangkal General Hospital,15/12/2025,O+,Platelet Concentrate,3,12,103
3120,2,Bangkal General Hospital,22/12/2025,O+,Platelet Concentrate,3,12,104
3121,2,Bangkal General Hospital,01/01/2024,O+,FFP,3,1,1
3122,2,Bangkal General Hospital,08/01/2024,O+,FFP,3,1,2
3123,2,Bangkal General Hospital,15/01/2024,O+,FFP,3,1,3
3124,2,Bangkal General Hospital,22/01/2024,O+,FFP,3,1,4
3125,2,Bangkal General Hospital,29/01/2024,O+,FFP,3,1,5
3126,2,Bangkal General Hospital,05/02/2024,O+,FFP,4,2,6
3127,2,Bangkal General Hospital,12/02/2024,O+,FFP,3,2,7
3128,2,Bangkal General Hospital,19/02/2024,O+,FFP,4,2,8
3129,2,Bangkal General Hospital,26/02/2024,O+,FFP,3,2,9
3130,2,Bangkal General Hospital,04/03/2024,O+,FFP,3,3,10
3131,2,Bangkal General Hospital,11/03/2024,O+,FFP,3,3,11
3132,2,Bangkal General Hospital,18/03/2024,O+,FFP,4,3,12
3133,2,Bangkal General Hospital,25/03/2024,O+,FFP,3,3,13
3134,2,Bangkal General Hospital,01/04/2024,O+,FFP,3,4,14
3135,2,Bangkal General Hospital,08/04/2024,O+,FFP,3,4,15
3136,2,Bangkal General Hospital,15/04/2024,O+,FFP,3,4,16
3137,2,Bangkal General Hospital,22/04/2024,O+,FFP,3,4,17
3138,2,Bangkal General Hospital,29/04/2024,O+,FFP,3,4,18
3139,2,Bangkal General Hospital,06/05/2024,O+,FFP,3,5,19
3140,2,Bangkal General Hospital,13/05/2024,O+,FFP,4,5,20
3141,2,Bangkal General Hospital,20/05/2024,O+,FFP,3,5,21
3142,2,Bangkal General Hospital,27/05/2024,O+,FFP,3,5,22
3143,2,Bangkal General Hospital,03/06/2024,O+,FFP,3,6,23
3144,2,Bangkal General Hospital,10/06/2024,O+,FFP,3,6,24
3145,2,Bangkal General Hospital,17/06/2024,O+,FFP,2,6,25
3146,2,Bangkal General Hospital,24/06/2024,O+,FFP,4,6,26
3147,2,Bangkal General Hospital,01/07/2024,O+,FFP,3,7,27
3148,2,Bangkal General Hospital,08/07/2024,O+,FFP,3,7,28
3149,2,Bangkal General Hospital,15/07/2024,O+,FFP,3,7,29
3150,2,Bangkal General Hospital,22/07/2024,O+,FFP,5,7,30
3151,2,Bangkal General Hospital,29/07/2024,O+,FFP,4,7,31
3152,2,Bangkal General Hospital,05/08/2024,O+,FFP,3,8,32
3153,2,Bangkal General Hospital,12/08/2024,O+,FFP,2,8,33
3154,2,Bangkal General Hospital,19/08/2024,O+,FFP,4,8,34
3155,2,Bangkal General Hospital,26/08/2024,O+,FFP,4,8,35
3156,2,Bangkal General Hospital,02/09/2024,O+,FFP,4,9,36
3157,2,Bangkal General Hospital,09/09/2024,O+,FFP,3,9,37
3158,2,Bangkal General Hospital,16/09/2024,O+,FFP,3,9,38
3159,2,Bangkal General Hospital,23/09/2024,O+,FFP,3,9,39
3160,2,Bangkal General Hospital,30/09/2024,O+,FFP,4,9,40
3161,2,Bangkal General Hospital,07/10/2024,O+,FFP,4,10,41
3162,2,Bangkal General Hospital,14/10/2024,O+,FFP,3,10,42
3163,2,Bangkal General Hospital,21/10/2024,O+,FFP,4,10,43
3164,2,Bangkal General Hospital,28/10/2024,O+,FFP,3,10,44
3165,2,Bangkal General Hospital,04/11/2024,O+,FFP,4,11,45
3166,2,Bangkal General Hospital,11/11/2024,O+,FFP,3,11,46
3167,2,Bangkal General Hospital,18/11/2024,O+,FFP,3,11,47
3168,2,Bangkal General Hospital,25/11/2024,O+,FFP,3,11,48
3169,2,Bangkal General Hospital,02/12/2024,O+,FFP,4,12,49
3170,2,Bangkal General Hospital,09/12/2024,O+,FFP,4,12,50
3171,2,Bangkal General Hospital,16/12/2024,O+,FFP,4,12,51
3172,2,Bangkal General Hospital,23/12/2024,O+,FFP,3,12,52
3173,2,Bangkal General Hospital,30/12/2024,O+,FFP,4,12,53
3174,2,Bangkal General Hospital,06/01/2025,O+,FFP,4,1,54
3175,2,Bangkal General Hospital,13/01/2025,O+,FFP,4,1,55
3176,2,Bangkal General Hospital,20/01/2025,O+,FFP,4,1,56
3177,2,Bangkal General Hospital,27/01/2025,O+,FFP,3,1,57
3178,2,Bangkal General Hospital,03/02/2025,O+,FFP,4,2,58
3179,2,Bangkal General Hospital,10/02/2025,O+,FFP,3,2,59
3180,2,Bangkal General Hospital,17/02/2025,O+,FFP,3,2,60
3181,2,Bangkal General Hospital,24/02/2025,O+,FFP,3,2,61
3182,2,Bangkal General Hospital,03/03/2025,O+,FFP,3,3,62
3183,2,Bangkal General Hospital,10/03/2025,O+,FFP,3,3,63
3184,2,Bangkal General Hospital,17/03/2025,O+,FFP,3,3,64
3185,2,Bangkal General Hospital,24/03/2025,O+,FFP,3,3,65
3186,2,Bangkal General Hospital,31/03/2025,O+,FFP,3,3,66
3187,2,Bangkal General Hospital,07/04/2025,O+,FFP,3,4,67
3188,2,Bangkal General Hospital,14/04/2025,O+,FFP,3,4,68
3189,2,Bangkal General Hospital,21/04/2025,O+,FFP,4,4,69
3190,2,Bangkal General Hospital,28/04/2025,O+,FFP,4,4,70
3191,2,Bangkal General Hospital,05/05/2025,O+,FFP,3,5,71
3192,2,Bangkal General Hospital,12/05/2025,O+,FFP,3,5,72
3193,2,Bangkal General Hospital,19/05/2025,O+,FFP,3,5,73
3194,2,Bangkal General Hospital,26/05/2025,O+,FFP,3,5,74
3195,2,Bangkal General Hospital,02/06/2025,O+,FFP,4,6,75
3196,2,Bangkal General Hospital,09/06/2025,O+,FFP,3,6,76
3197,2,Bangkal General Hospital,16/06/2025,O+,FFP,3,6,77
3198,2,Bangkal General Hospital,23/06/2025,O+,FFP,3,6,78
3199,2,Bangkal General Hospital,30/06/2025,O+,FFP,3,6,79
3200,2,Bangkal General Hospital,07/07/2025,O+,FFP,3,7,80
3201,2,Bangkal General Hospital,14/07/2025,O+,FFP,3,7,81
3202,2,Bangkal General Hospital,21/07/2025,O+,FFP,3,7,82
3203,2,Bangkal General Hospital,28/07/2025,O+,FFP,5,7,83
3204,2,Bangkal General Hospital,04/08/2025,O+,FFP,4,8,84
3205,2,Bangkal General Hospital,11/08/2025,O+,FFP,3,8,85
3206,2,Bangkal General Hospital,18/08/2025,O+,FFP,4,8,86
3207,2,Bangkal General Hospital,25/08/2025,O+,FFP,3,8,87
3208,2,Bangkal General Hospital,01/09/2025,O+,FFP,4,9,88
3209,2,Bangkal General Hospital,08/09/2025,O+,FFP,3,9,89
3210,2,Bangkal General Hospital,15/09/2025,O+,FFP,3,9,90
3211,2,Bangkal General Hospital,22/09/2025,O+,FFP,4,9,91
3212,2,Bangkal General Hospital,29/09/2025,O+,FFP,3,9,92
3213,2,Bangkal General Hospital,06/10/2025,O+,FFP,4,10,93
3214,2,Bangkal General Hospital,13/10/2025,O+,FFP,4,10,94
3215,2,Bangkal General Hospital,20/10/2025,O+,FFP,4,10,95
3216,2,Bangkal General Hospital,27/10/2025,O+,FFP,4,10,96
3217,2,Bangkal General Hospital,03/11/2025,O+,FFP,5,11,97
3218,2,Bangkal General Hospital,10/11/2025,O+,FFP,4,11,98
3219,2,Bangkal General Hospital,17/11/2025,O+,FFP,4,11,99
3220,2,Bangkal General Hospital,24/11/2025,O+,FFP,3,11,100
3221,2,Bangkal General Hospital,01/12/2025,O+,FFP,4,12,101
3222,2,Bangkal General Hospital,08/12/2025,O+,FFP,3,12,102
3223,2,Bangkal General Hospital,15/12/2025,O+,FFP,4,12,103
3224,2,Bangkal General Hospital,22/12/2025,O+,FFP,3,12,104
3225,2,Bangkal General Hospital,01/01/2024,O+,Cryoprecipitate,1,1,1
3226,2,Bangkal General Hospital,08/01/2024,O+,Cryoprecipitate,1,1,2
3227,2,Bangkal General Hospital,15/01/2024,O+,Cryoprecipitate,1,1,3
3228,2,Bangkal General Hospital,22/01/2024,O+,Cryoprecipitate,1,1,4
3229,2,Bangkal General Hospital,29/01/2024,O+,Cryoprecipitate,1,1,5
3230,2,Bangkal General Hospital,05/02/2024,O+,Cryoprecipitate,1,2,6
3231,2,Bangkal General Hospital,12/02/2024,O+,Cryoprecipitate,1,2,7
3232,2,Bangkal General Hospital,19/02/2024,O+,Cryoprecipitate,1,2,8
3233,2,Bangkal General Hospital,26/02/2024,O+,Cryoprecipitate,0,2,9
3234,2,Bangkal General Hospital,04/03/2024,O+,Cryoprecipitate,1,3,10
3235,2,Bangkal General Hospital,11/03/2024,O+,Cryoprecipitate,1,3,11
3236,2,Bangkal General Hospital,18/03/2024,O+,Cryoprecipitate,1,3,12
3237,2,Bangkal General Hospital,25/03/2024,O+,Cryoprecipitate,1,3,13
3238,2,Bangkal General Hospital,01/04/2024,O+,Cryoprecipitate,1,4,14
3239,2,Bangkal General Hospital,08/04/2024,O+,Cryoprecipitate,0,4,15
3240,2,Bangkal General Hospital,15/04/2024,O+,Cryoprecipitate,1,4,16
3241,2,Bangkal General Hospital,22/04/2024,O+,Cryoprecipitate,1,4,17
3242,2,Bangkal General Hospital,29/04/2024,O+,Cryoprecipitate,1,4,18
3243,2,Bangkal General Hospital,06/05/2024,O+,Cryoprecipitate,1,5,19
3244,2,Bangkal General Hospital,13/05/2024,O+,Cryoprecipitate,1,5,20
3245,2,Bangkal General Hospital,20/05/2024,O+,Cryoprecipitate,1,5,21
3246,2,Bangkal General Hospital,27/05/2024,O+,Cryoprecipitate,1,5,22
3247,2,Bangkal General Hospital,03/06/2024,O+,Cryoprecipitate,1,6,23
3248,2,Bangkal General Hospital,10/06/2024,O+,Cryoprecipitate,1,6,24
3249,2,Bangkal General Hospital,17/06/2024,O+,Cryoprecipitate,1,6,25
3250,2,Bangkal General Hospital,24/06/2024,O+,Cryoprecipitate,1,6,26
3251,2,Bangkal General Hospital,01/07/2024,O+,Cryoprecipitate,1,7,27
3252,2,Bangkal General Hospital,08/07/2024,O+,Cryoprecipitate,1,7,28
3253,2,Bangkal General Hospital,15/07/2024,O+,Cryoprecipitate,1,7,29
3254,2,Bangkal General Hospital,22/07/2024,O+,Cryoprecipitate,0,7,30
3255,2,Bangkal General Hospital,29/07/2024,O+,Cryoprecipitate,1,7,31
3256,2,Bangkal General Hospital,05/08/2024,O+,Cryoprecipitate,1,8,32
3257,2,Bangkal General Hospital,12/08/2024,O+,Cryoprecipitate,1,8,33
3258,2,Bangkal General Hospital,19/08/2024,O+,Cryoprecipitate,1,8,34
3259,2,Bangkal General Hospital,26/08/2024,O+,Cryoprecipitate,1,8,35
3260,2,Bangkal General Hospital,02/09/2024,O+,Cryoprecipitate,1,9,36
3261,2,Bangkal General Hospital,09/09/2024,O+,Cryoprecipitate,1,9,37
3262,2,Bangkal General Hospital,16/09/2024,O+,Cryoprecipitate,1,9,38
3263,2,Bangkal General Hospital,23/09/2024,O+,Cryoprecipitate,1,9,39
3264,2,Bangkal General Hospital,30/09/2024,O+,Cryoprecipitate,1,9,40
3265,2,Bangkal General Hospital,07/10/2024,O+,Cryoprecipitate,1,10,41
3266,2,Bangkal General Hospital,14/10/2024,O+,Cryoprecipitate,2,10,42
3267,2,Bangkal General Hospital,21/10/2024,O+,Cryoprecipitate,1,10,43
3268,2,Bangkal General Hospital,28/10/2024,O+,Cryoprecipitate,1,10,44
3269,2,Bangkal General Hospital,04/11/2024,O+,Cryoprecipitate,1,11,45
3270,2,Bangkal General Hospital,11/11/2024,O+,Cryoprecipitate,1,11,46
3271,2,Bangkal General Hospital,18/11/2024,O+,Cryoprecipitate,1,11,47
3272,2,Bangkal General Hospital,25/11/2024,O+,Cryoprecipitate,1,11,48
3273,2,Bangkal General Hospital,02/12/2024,O+,Cryoprecipitate,1,12,49
3274,2,Bangkal General Hospital,09/12/2024,O+,Cryoprecipitate,1,12,50
3275,2,Bangkal General Hospital,16/12/2024,O+,Cryoprecipitate,2,12,51
3276,2,Bangkal General Hospital,23/12/2024,O+,Cryoprecipitate,1,12,52
3277,2,Bangkal General Hospital,30/12/2024,O+,Cryoprecipitate,1,12,53
3278,2,Bangkal General Hospital,06/01/2025,O+,Cryoprecipitate,1,1,54
3279,2,Bangkal General Hospital,13/01/2025,O+,Cryoprecipitate,1,1,55
3280,2,Bangkal General Hospital,20/01/2025,O+,Cryoprecipitate,1,1,56
3281,2,Bangkal General Hospital,27/01/2025,O+,Cryoprecipitate,1,1,57
3282,2,Bangkal General Hospital,03/02/2025,O+,Cryoprecipitate,1,2,58
3283,2,Bangkal General Hospital,10/02/2025,O+,Cryoprecipitate,1,2,59
3284,2,Bangkal General Hospital,17/02/2025,O+,Cryoprecipitate,1,2,60
3285,2,Bangkal General Hospital,24/02/2025,O+,Cryoprecipitate,1,2,61
3286,2,Bangkal General Hospital,03/03/2025,O+,Cryoprecipitate,1,3,62
3287,2,Bangkal General Hospital,10/03/2025,O+,Cryoprecipitate,1,3,63
3288,2,Bangkal General Hospital,17/03/2025,O+,Cryoprecipitate,1,3,64
3289,2,Bangkal General Hospital,24/03/2025,O+,Cryoprecipitate,1,3,65
3290,2,Bangkal General Hospital,31/03/2025,O+,Cryoprecipitate,1,3,66
3291,2,Bangkal General Hospital,07/04/2025,O+,Cryoprecipitate,1,4,67
3292,2,Bangkal General Hospital,14/04/2025,O+,Cryoprecipitate,1,4,68
3293,2,Bangkal General Hospital,21/04/2025,O+,Cryoprecipitate,1,4,69
3294,2,Bangkal General Hospital,28/04/2025,O+,Cryoprecipitate,1,4,70
3295,2,Bangkal General Hospital,05/05/2025,O+,Cryoprecipitate,1,5,71
3296,2,Bangkal General Hospital,12/05/2025,O+,Cryoprecipitate,1,5,72
3297,2,Bangkal General Hospital,19/05/2025,O+,Cryoprecipitate,1,5,73
3298,2,Bangkal General Hospital,26/05/2025,O+,Cryoprecipitate,2,5,74
3299,2,Bangkal General Hospital,02/06/2025,O+,Cryoprecipitate,1,6,75
3300,2,Bangkal General Hospital,09/06/2025,O+,Cryoprecipitate,1,6,76
3301,2,Bangkal General Hospital,16/06/2025,O+,Cryoprecipitate,1,6,77
3302,2,Bangkal General Hospital,23/06/2025,O+,Cryoprecipitate,2,6,78
3303,2,Bangkal General Hospital,30/06/2025,O+,Cryoprecipitate,1,6,79
3304,2,Bangkal General Hospital,07/07/2025,O+,Cryoprecipitate,1,7,80
3305,2,Bangkal General Hospital,14/07/2025,O+,Cryoprecipitate,1,7,81
3306,2,Bangkal General Hospital,21/07/2025,O+,Cryoprecipitate,1,7,82
3307,2,Bangkal General Hospital,28/07/2025,O+,Cryoprecipitate,1,7,83
3308,2,Bangkal General Hospital,04/08/2025,O+,Cryoprecipitate,1,8,84
3309,2,Bangkal General Hospital,11/08/2025,O+,Cryoprecipitate,1,8,85
3310,2,Bangkal General Hospital,18/08/2025,O+,Cryoprecipitate,1,8,86
3311,2,Bangkal General Hospital,25/08/2025,O+,Cryoprecipitate,0,8,87
3312,2,Bangkal General Hospital,01/09/2025,O+,Cryoprecipitate,1,9,88
3313,2,Bangkal General Hospital,08/09/2025,O+,Cryoprecipitate,1,9,89
3314,2,Bangkal General Hospital,15/09/2025,O+,Cryoprecipitate,1,9,90
3315,2,Bangkal General Hospital,22/09/2025,O+,Cryoprecipitate,1,9,91
3316,2,Bangkal General Hospital,29/09/2025,O+,Cryoprecipitate,1,9,92
3317,2,Bangkal General Hospital,06/10/2025,O+,Cryoprecipitate,1,10,93
3318,2,Bangkal General Hospital,13/10/2025,O+,Cryoprecipitate,1,10,94
3319,2,Bangkal General Hospital,20/10/2025,O+,Cryoprecipitate,1,10,95
3320,2,Bangkal General Hospital,27/10/2025,O+,Cryoprecipitate,2,10,96
3321,2,Bangkal General Hospital,03/11/2025,O+,Cryoprecipitate,1,11,97
3322,2,Bangkal General Hospital,10/11/2025,O+,Cryoprecipitate,1,11,98
3323,2,Bangkal General Hospital,17/11/2025,O+,Cryoprecipitate,1,11,99
3324,2,Bangkal General Hospital,24/11/2025,O+,Cryoprecipitate,1,11,100
3325,2,Bangkal General Hospital,01/12/2025,O+,Cryoprecipitate,1,12,101
3326,2,Bangkal General Hospital,08/12/2025,O+,Cryoprecipitate,1,12,102
3327,2,Bangkal General Hospital,15/12/2025,O+,Cryoprecipitate,1,12,103
3328,2,Bangkal General Hospital,22/12/2025,O+,Cryoprecipitate,1,12,104
3329,2,Bangkal General Hospital,01/01/2024,O+,Cryosupernate,0,1,1
3330,2,Bangkal General Hospital,08/01/2024,O+,Cryosupernate,1,1,2
3331,2,Bangkal General Hospital,15/01/2024,O+,Cryosupernate,1,1,3
3332,2,Bangkal General Hospital,22/01/2024,O+,Cryosupernate,1,1,4
3333,2,Bangkal General Hospital,29/01/2024,O+,Cryosupernate,0,1,5
3334,2,Bangkal General Hospital,05/02/2024,O+,Cryosupernate,1,2,6
3335,2,Bangkal General Hospital,12/02/2024,O+,Cryosupernate,0,2,7
3336,2,Bangkal General Hospital,19/02/2024,O+,Cryosupernate,1,2,8
3337,2,Bangkal General Hospital,26/02/2024,O+,Cryosupernate,1,2,9
3338,2,Bangkal General Hospital,04/03/2024,O+,Cryosupernate,1,3,10
3339,2,Bangkal General Hospital,11/03/2024,O+,Cryosupernate,1,3,11
3340,2,Bangkal General Hospital,18/03/2024,O+,Cryosupernate,1,3,12
3341,2,Bangkal General Hospital,25/03/2024,O+,Cryosupernate,1,3,13
3342,2,Bangkal General Hospital,01/04/2024,O+,Cryosupernate,0,4,14
3343,2,Bangkal General Hospital,08/04/2024,O+,Cryosupernate,1,4,15
3344,2,Bangkal General Hospital,15/04/2024,O+,Cryosupernate,1,4,16
3345,2,Bangkal General Hospital,22/04/2024,O+,Cryosupernate,0,4,17
3346,2,Bangkal General Hospital,29/04/2024,O+,Cryosupernate,0,4,18
3347,2,Bangkal General Hospital,06/05/2024,O+,Cryosupernate,1,5,19
3348,2,Bangkal General Hospital,13/05/2024,O+,Cryosupernate,1,5,20
3349,2,Bangkal General Hospital,20/05/2024,O+,Cryosupernate,1,5,21
3350,2,Bangkal General Hospital,27/05/2024,O+,Cryosupernate,0,5,22
3351,2,Bangkal General Hospital,03/06/2024,O+,Cryosupernate,1,6,23
3352,2,Bangkal General Hospital,10/06/2024,O+,Cryosupernate,1,6,24
3353,2,Bangkal General Hospital,17/06/2024,O+,Cryosupernate,0,6,25
3354,2,Bangkal General Hospital,24/06/2024,O+,Cryosupernate,1,6,26
3355,2,Bangkal General Hospital,01/07/2024,O+,Cryosupernate,0,7,27
3356,2,Bangkal General Hospital,08/07/2024,O+,Cryosupernate,0,7,28
3357,2,Bangkal General Hospital,15/07/2024,O+,Cryosupernate,1,7,29
3358,2,Bangkal General Hospital,22/07/2024,O+,Cryosupernate,0,7,30
3359,2,Bangkal General Hospital,29/07/2024,O+,Cryosupernate,0,7,31
3360,2,Bangkal General Hospital,05/08/2024,O+,Cryosupernate,0,8,32
3361,2,Bangkal General Hospital,12/08/2024,O+,Cryosupernate,1,8,33
3362,2,Bangkal General Hospital,19/08/2024,O+,Cryosupernate,1,8,34
3363,2,Bangkal General Hospital,26/08/2024,O+,Cryosupernate,0,8,35
3364,2,Bangkal General Hospital,02/09/2024,O+,Cryosupernate,1,9,36
3365,2,Bangkal General Hospital,09/09/2024,O+,Cryosupernate,1,9,37
3366,2,Bangkal General Hospital,16/09/2024,O+,Cryosupernate,0,9,38
3367,2,Bangkal General Hospital,23/09/2024,O+,Cryosupernate,1,9,39
3368,2,Bangkal General Hospital,30/09/2024,O+,Cryosupernate,1,9,40
3369,2,Bangkal General Hospital,07/10/2024,O+,Cryosupernate,0,10,41
3370,2,Bangkal General Hospital,14/10/2024,O+,Cryosupernate,1,10,42
3371,2,Bangkal General Hospital,21/10/2024,O+,Cryosupernate,1,10,43
3372,2,Bangkal General Hospital,28/10/2024,O+,Cryosupernate,1,10,44
3373,2,Bangkal General Hospital,04/11/2024,O+,Cryosupernate,1,11,45
3374,2,Bangkal General Hospital,11/11/2024,O+,Cryosupernate,1,11,46
3375,2,Bangkal General Hospital,18/11/2024,O+,Cryosupernate,1,11,47
3376,2,Bangkal General Hospital,25/11/2024,O+,Cryosupernate,0,11,48
3377,2,Bangkal General Hospital,02/12/2024,O+,Cryosupernate,1,12,49
3378,2,Bangkal General Hospital,09/12/2024,O+,Cryosupernate,0,12,50
3379,2,Bangkal General Hospital,16/12/2024,O+,Cryosupernate,1,12,51
3380,2,Bangkal General Hospital,23/12/2024,O+,Cryosupernate,1,12,52
3381,2,Bangkal General Hospital,30/12/2024,O+,Cryosupernate,1,12,53
3382,2,Bangkal General Hospital,06/01/2025,O+,Cryosupernate,1,1,54
3383,2,Bangkal General Hospital,13/01/2025,O+,Cryosupernate,1,1,55
3384,2,Bangkal General Hospital,20/01/2025,O+,Cryosupernate,1,1,56
3385,2,Bangkal General Hospital,27/01/2025,O+,Cryosupernate,1,1,57
3386,2,Bangkal General Hospital,03/02/2025,O+,Cryosupernate,1,2,58
3387,2,Bangkal General Hospital,10/02/2025,O+,Cryosupernate,1,2,59
3388,2,Bangkal General Hospital,17/02/2025,O+,Cryosupernate,1,2,60
3389,2,Bangkal General Hospital,24/02/2025,O+,Cryosupernate,1,2,61
3390,2,Bangkal General Hospital,03/03/2025,O+,Cryosupernate,1,3,62
3391,2,Bangkal General Hospital,10/03/2025,O+,Cryosupernate,1,3,63
3392,2,Bangkal General Hospital,17/03/2025,O+,Cryosupernate,0,3,64
3393,2,Bangkal General Hospital,24/03/2025,O+,Cryosupernate,0,3,65
3394,2,Bangkal General Hospital,31/03/2025,O+,Cryosupernate,1,3,66
3395,2,Bangkal General Hospital,07/04/2025,O+,Cryosupernate,1,4,67
3396,2,Bangkal General Hospital,14/04/2025,O+,Cryosupernate,0,4,68
3397,2,Bangkal General Hospital,21/04/2025,O+,Cryosupernate,1,4,69
3398,2,Bangkal General Hospital,28/04/2025,O+,Cryosupernate,1,4,70
3399,2,Bangkal General Hospital,05/05/2025,O+,Cryosupernate,0,5,71
3400,2,Bangkal General Hospital,12/05/2025,O+,Cryosupernate,1,5,72
3401,2,Bangkal General Hospital,19/05/2025,O+,Cryosupernate,1,5,73
3402,2,Bangkal General Hospital,26/05/2025,O+,Cryosupernate,1,5,74
3403,2,Bangkal General Hospital,02/06/2025,O+,Cryosupernate,1,6,75
3404,2,Bangkal General Hospital,09/06/2025,O+,Cryosupernate,1,6,76
3405,2,Bangkal General Hospital,16/06/2025,O+,Cryosupernate,0,6,77
3406,2,Bangkal General Hospital,23/06/2025,O+,Cryosupernate,1,6,78
3407,2,Bangkal General Hospital,30/06/2025,O+,Cryosupernate,1,6,79
3408,2,Bangkal General Hospital,07/07/2025,O+,Cryosupernate,2,7,80
3409,2,Bangkal General Hospital,14/07/2025,O+,Cryosupernate,1,7,81
3410,2,Bangkal General Hospital,21/07/2025,O+,Cryosupernate,1,7,82
3411,2,Bangkal General Hospital,28/07/2025,O+,Cryosupernate,1,7,83
3412,2,Bangkal General Hospital,04/08/2025,O+,Cryosupernate,1,8,84
3413,2,Bangkal General Hospital,11/08/2025,O+,Cryosupernate,0,8,85
3414,2,Bangkal General Hospital,18/08/2025,O+,Cryosupernate,1,8,86
3415,2,Bangkal General Hospital,25/08/2025,O+,Cryosupernate,0,8,87
3416,2,Bangkal General Hospital,01/09/2025,O+,Cryosupernate,1,9,88
3417,2,Bangkal General Hospital,08/09/2025,O+,Cryosupernate,0,9,89
3418,2,Bangkal General Hospital,15/09/2025,O+,Cryosupernate,1,9,90
3419,2,Bangkal General Hospital,22/09/2025,O+,Cryosupernate,1,9,91
3420,2,Bangkal General Hospital,29/09/2025,O+,Cryosupernate,1,9,92
3421,2,Bangkal General Hospital,06/10/2025,O+,Cryosupernate,0,10,93
3422,2,Bangkal General Hospital,13/10/2025,O+,Cryosupernate,1,10,94
3423,2,Bangkal General Hospital,20/10/2025,O+,Cryosupernate,1,10,95
3424,2,Bangkal General Hospital,27/10/2025,O+,Cryosupernate,0,10,96
3425,2,Bangkal General Hospital,03/11/2025,O+,Cryosupernate,1,11,97
3426,2,Bangkal General Hospital,10/11/2025,O+,Cryosupernate,0,11,98
3427,2,Bangkal General Hospital,17/11/2025,O+,Cryosupernate,1,11,99
3428,2,Bangkal General Hospital,24/11/2025,O+,Cryosupernate,0,11,100
3429,2,Bangkal General Hospital,01/12/2025,O+,Cryosupernate,1,12,101
3430,2,Bangkal General Hospital,08/12/2025,O+,Cryosupernate,1,12,102
3431,2,Bangkal General Hospital,15/12/2025,O+,Cryosupernate,1,12,103
3432,2,Bangkal General Hospital,22/12/2025,O+,Cryosupernate,1,12,104
3433,2,Bangkal General Hospital,01/01/2024,O-,PRBC,1,1,1
3434,2,Bangkal General Hospital,08/01/2024,O-,PRBC,1,1,2
3435,2,Bangkal General Hospital,15/01/2024,O-,PRBC,2,1,3
3436,2,Bangkal General Hospital,22/01/2024,O-,PRBC,1,1,4
3437,2,Bangkal General Hospital,29/01/2024,O-,PRBC,2,1,5
